FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,lngC,latC
670,1750,1342,曲阜师范大学,4137010446.000000000000000,山东省,济宁市,本科,公办,曲阜师范大学,cb2c3f1fe3d59cdef4b9167c,曲阜市,116.961368199999995,35.595391050000003,121.2679977,116.958003599999998,35.596049414900001
671,3287,2628,陇东学院,4162010738.000000000000000,甘肃省,庆阳市,本科,公办,陇东学院(新校区),669775d0ab24e55bfc0eb0a7,西峰区,107.679513700000001,35.730215620000003,57.0013008,107.680249810000007,35.730408216299999
672,1770,1347,临沂大学,4137010452.000000000000000,山东省,临沂市,本科,公办,临沂大学(沂水校区),89fdb9c4a3e9c87fd8d89152,沂水县,118.602208399999995,35.738564060000002,36.1190987,118.602269461000006,35.738621187200003
673,1843,1369,青岛黄海学院,4137013320.000000000000000,山东省教育厅,青岛市,本科,民办,青岛黄海学院,93df0dc337a8622a882fb51f,黄岛区,120.104004200000006,35.927891109999997,57.8199997,120.102972961000006,35.926377175100001
674,3301,2632,西北民族大学,4162010742.000000000000000,国家民委,兰州市,本科,公办,西北民族大学(榆中校区),0ce65c2d634d75592d473350,榆中县,104.154942899999995,35.935199590000003,94.2031021,104.154973511999998,35.935204615000004
675,3261,2621,兰州大学,4162010730.000000000000000,教育部,兰州市,本科,公办,兰州大学(榆中校区),ebbdee1874838c3dadb22add,榆中县,104.153188900000004,35.942665150000003,140.6679993,104.153173855000006,35.942675675899999
676,3277,2625,甘肃中医药大学,4162010735.000000000000000,甘肃省,兰州市,本科,公办,甘肃中医药大学(和平校区),12d1ab92a803657ab5f42f63,榆中县,103.942320100000003,35.968683839999997,57.6538010,103.942301822999994,35.968778667300001
677,1890,1391,青岛电影学院,4137014327.000000000000000,山东省教育厅,青岛市,本科,民办,青岛电影学院,59b55c403e7686056849f3dc,黄岛区,120.256249499999996,35.973087239999998,33.9698982,120.256083887000003,35.972648249999999
678,1706,1330,青岛理工大学,4137010429.000000000000000,山东省,青岛市,本科,公办,青岛理工大学(黄岛校区),03a32a0a6d2a7358d23ce3d8,黄岛区,120.200130900000005,35.973956319999999,73.3041000,120.200196250000005,35.973732372900002
679,1799,1355,青岛滨海学院,4137010868.000000000000000,山东省教育厅,青岛市,本科,民办,青岛滨海学院,dfc8e384732ae0b80782c292,黄岛区,120.158074200000001,35.983208939999997,44.3529015,120.160796484000002,35.981985757600000
680,3296,2631,兰州财经大学,4162010741.000000000000000,甘肃省,兰州市,本科,公办,兰州财经大学(和平校区),f9fd6062893a6b610f0e6bd4,榆中县,103.961829600000002,35.998421720000003,48.5209007,103.961914046000004,35.998492603800003
681,1692,1326,山东科技大学,4137010424.000000000000000,山东省,青岛市,本科,公办,山东科技大学(青岛校区),55c226b650352d56e3110389,黄岛区,120.117543800000007,36.002524319999999,120.7040024,120.117324577000005,36.002565228700000
682,3364,2684,宁夏师范学院,4164010753.000000000000000,宁夏回族自治区,固原市,本科,公办,宁夏师范学院(古雁校区),05dc7e62e038efe8d718b79c,原州区,106.243631199999996,36.021593840000001,72.1911011,106.243669851000007,36.021732072900001
683,3330,2640,兰州资源环境职业技术大学,4162016208.000000000000000,甘肃省,兰州市,本科,公办,兰州资源环境职业技术大学,4ce10ce6fe440ea1441a327b,榆中县,103.943046600000002,36.024126629999998,34.1805992,103.943027931000003,36.024126601399999
684,2075,1524,安阳学院,4141013504.000000000000000,河南省教育厅,安阳市,本科,民办,安阳学院,d33eb8ee2cce79d8ed74f8f1,文峰区,114.388043800000005,36.025195179999997,65.8371964,114.388478110999998,36.024663238400002
685,3260,2621,兰州大学,4162010730.000000000000000,教育部,兰州市,本科,公办,兰州大学(本部),280a3eb1a10467a2e21103e3,城关区,103.857223800000000,36.047070439999999,51.4830017,103.859302587000002,36.046509609899999
686,1969,1493,安阳师范学院,4141010479.000000000000000,河南省,安阳市,本科,公办,安阳师范学院(新校区),2527be1e546fb2b34afc8d60,文峰区,114.366562599999995,36.058848709999999,47.9742012,114.366007013000001,36.058677510400003
687,3268,2622,兰州理工大学,4162010731.000000000000000,甘肃省,兰州市,本科,公办,兰州理工大学(彭家坪校区),881a28e7687a4146f942b215,七里河区,103.731846500000003,36.057000289999998,86.6896973,103.732691545999998,36.056856898500001
688,1688,1325,中国海洋大学,4137010423.000000000000000,教育部,青岛市,本科,公办,中国海洋大学(鱼山校区),1d963f8b65ab1007882fb5f5,市南区,120.331768900000000,36.063496829999998,31.6445007,120.332336115000004,36.063357806299997
689,2027,1507,安阳工学院,4141011330.000000000000000,河南省,安阳市,本科,公办,安阳工学院,eeda81c82e3e79cfbe48426e,文峰区,114.344046000000006,36.065286340000000,44.5134010,114.343744669000003,36.065523580099999
690,1808,1358,青岛大学,4137011065.000000000000000,山东省,青岛市,本科,公办,青岛大学(浮山校区),54c32e6c620779aec16c1455,崂山区,120.417738499999999,36.071673820000001,94.7612000,120.417756205000003,36.071703993500002
691,3273,2624,甘肃农业大学,4162010733.000000000000000,甘肃省,兰州市,本科,公办,甘肃农业大学,55ff4b876dedec6e9a005045,安宁区,103.697718100000003,36.090681179999997,63.0200005,103.696552628999996,36.091111448299998
692,3278,2626,西北师范大学,4162010736.000000000000000,甘肃省,兰州市,本科,公办,西北师范大学(云亭校区),df81108246cd5aaf940319fb,安宁区,103.735794799999994,36.098358189999999,54.6111984,103.735527286999996,36.098329446699999
693,3270,2623,兰州交通大学,4162010732.000000000000000,甘肃省,兰州市,本科,公办,兰州交通大学,85d5840a7529b09ea4c75692,安宁区,103.722705399999995,36.105874229999998,70.8683014,103.723414767999998,36.108123157800001
694,1809,1358,青岛大学,4137011065.000000000000000,山东省,青岛市,本科,公办,青岛大学(金家岭校区),a4db94b283b6bcb3b320a84e,崂山区,120.472165700000005,36.115274139999997,35.5919991,120.473467830000004,36.115088976499997
695,1694,1328,青岛科技大学,4137010426.000000000000000,山东省,青岛市,本科,公办,青岛科技大学(崂山校区),b21e1b908b06e8aa0a5cb332,崂山区,120.475944400000003,36.119896920000002,65.4663010,120.475040406999995,36.121375781399998
696,1687,1325,中国海洋大学,4137010423.000000000000000,教育部,青岛市,本科,公办,中国海洋大学(崂山校区),f5ed8b6518958fd628d7ab56,崂山区,120.494006299999995,36.161470719999997,112.2880020,120.494003731000006,36.161381286800001
697,1840,1368,青岛恒星科技学院,4137013015.000000000000000,山东省教育厅,青岛市,本科,民办,青岛恒星科技学院,c898ade102024a537069d3f0,李沧区,120.485059199999995,36.174127519999999,34.9628983,120.485996272999998,36.174275277200003
698,1720,1334,山东农业大学,4137010434.000000000000000,山东省,泰安市,本科,公办,山东农业大学(岱宗校区),839971ba2a046c3b43ab9a88,泰山区,117.110501200000002,36.194124209999998,30.2609005,117.111671978000004,36.194291718400002
699,1775,1348,泰山学院,4137010453.000000000000000,山东省,泰安市,本科,公办,泰山学院,2c0bd6c5f06b4cd643ab9ae7,岱岳区,117.033290699999995,36.222514029999999,50.9919014,117.031689525999994,36.223880953500000
700,1877,1383,青岛工学院,4137013995.000000000000000,山东省教育厅,青岛市,本科,民办,青岛工学院,6beb09e069db4c1843afe6d0,胶州市,120.015319399999996,36.239363339999997,31.9685001,120.015319078000005,36.239364764199998
701,1866,1380,泰山科技学院,4137013624.000000000000000,山东省教育厅,泰安市,本科,民办,泰山科技学院,ef5b0d800944f353d2f49e09,岱岳区,117.277175499999998,36.242355189999998,57.6515007,117.281563816000002,36.241831067400000
702,1863,1377,山东财经大学燕山学院,4137013383.000000000000000,山东省教育厅,济南市,本科,民办,山东财经大学燕山学院(莱芜校区),c9311d7bef094516f8f0cb43,莱芜区,117.714541199999999,36.242975280000003,54.5745010,117.714325553999998,36.242113900000000
703,1856,1375,青岛城市学院,4137013378.000000000000000,山东省教育厅,青岛市,本科,民办,青岛城市学院,b3aa435d8314470a157643e1,城阳区,120.499859400000005,36.306933250000000,42.6278000,120.499600483999998,36.306864079599997
704,1722,1335,青岛农业大学,4137010435.000000000000000,山东省,青岛市,本科,公办,青岛农业大学,61d40f4d132ae3848e77270e,城阳区,120.392421600000006,36.320825409999998,76.7349014,120.392395081999993,36.320757886199999
705,1752,1343,聊城大学,4137010447.000000000000000,山东省,聊城市,本科,公办,聊城大学(东校区),f663a17a90d2fd8875e5b6cb,东昌府区,116.005757299999999,36.431015119999998,121.2210007,116.005186426999998,36.431383098700003
706,1753,1343,聊城大学,4137010447.000000000000000,山东省,聊城市,本科,公办,聊城大学(西校区),857d91660b585c9e018972b6,东昌府区,115.989788000000004,36.434620760000001,52.4477997,115.990011000999999,36.434859035300001
707,1855,1374,聊城大学东昌学院,4137013373.000000000000000,山东省教育厅,聊城市,本科,民办,聊城大学东昌学院(新校区),fd5c1d3cea5125148b2fb5dc,东昌府区,116.052702900000000,36.503116200000001,33.6609001,116.052118867999994,36.502339426799999
708,1793,1353,山东艺术学院,4137010458.000000000000000,山东省,济南市,本科,公办,山东艺术学院(长清校区),cfdce86a42a2b39eb75f1e51,长清区,116.818732199999999,36.523218059999998,43.2631989,116.819044590000004,36.523086884400001
709,3321,2637,兰州工业学院,4162011807.000000000000000,甘肃省,兰州市,本科,公办,兰州工业学院(兰州新区新校区),593c34297084bf048e772798,皋兰县,103.726578000000003,36.524731879999997,103.3880005,103.723150098999994,36.526554158700002
710,1891,1392,山东管理学院,4137014438.000000000000000,山东省,济南市,本科,公办,山东管理学院(长清校区),e67be7c31a78779436b06c0e,长清区,116.779282100000003,36.529968040000000,62.7034988,116.779281019999999,36.529968839200002
711,1820,1362,山东交通学院,4137011510.000000000000000,山东省,济南市,本科,公办,山东交通学院(长清校区),e3082848a81364c2b34c49da,长清区,116.787445800000000,36.537889780000000,92.2762985,116.787450594999996,36.537889943600000
712,1745,1341,山东师范大学,4137010445.000000000000000,山东省,济南市,本科,公办,山东师范大学(长清湖校区),bcaebff8c384e04dc9e33cc3,长清区,116.828194800000006,36.546768520000001,128.7330017,116.827799923000001,36.545381984700001
713,1724,1335,青岛农业大学,4137010435.000000000000000,山东省,青岛市,本科,公办,青岛农业大学(平度校区),c7e04313aaa9dfb5fe0eb01d,平度市,120.128632800000005,36.555917149999999,63.8465996,120.128930346999994,36.556191406700002
714,1805,1357,山东工艺美术学院,4137010908.000000000000000,山东省,济南市,本科,公办,山东工艺美术学院(长清校区),0adce3e2e64f241f80a00cc9,长清区,116.829695400000006,36.554986329999998,50.0317001,116.829852529999997,36.554982234599997
715,1712,1332,齐鲁工业大学,4137010431.000000000000000,山东省,济南市,本科,公办,齐鲁工业大学(山东省科学院)(长清校区),84ee5e11760989d9e015f984,长清区,116.805569599999998,36.558661039999997,129.2429962,116.805530544000007,36.558646932099997
716,1738,1339,山东中医药大学,4137010441.000000000000000,山东省,济南市,本科,公办,山东中医药大学(长清校区),7aea43b7329f86867d29bd85,长清区,116.795658399999994,36.559816679999997,89.8675995,116.796154422000001,36.559574278299998
717,303,168,邯郸学院,4113010103.000000000000000,河北省,邯郸市,本科,公办,邯郸学院(西校区),46102646daf67bd982288a93,邯山区,114.493039499999995,36.567958030000000,38.1054001,114.494969372000000,36.570540880000003
718,370,195,河北工程大学科信学院,4113013578.000000000000000,河北省教育厅,邯郸市,本科,民办,河北工程大学科信学院,2455905f21aaae3657bfff68,邯山区,114.502802399999993,36.571660960000003,34.6833992,114.502855326000002,36.571647574799997
719,302,168,邯郸学院,4113010103.000000000000000,河北省,邯郸市,本科,公办,邯郸学院,f3c2373c4d293e52d22dd666,邯山区,114.504028300000002,36.577421190000003,32.0073013,114.504416570999993,36.577736979500003
720,1684,1324,山东大学,4137010422.000000000000000,教育部,济南市,本科,公办,山东大学(兴隆山校区),2ce89535df4375184afc8de0,市中区,117.045466000000005,36.600093110000003,63.8559990,117.046784567000003,36.599992441200001
721,1699,1329,济南大学,4137010427.000000000000000,山东省,济南市,本科,公办,济南大学(主校区),ca5c2bbcff14dbafe115f99d,市中区,116.962369199999998,36.614145550000003,78.8675995,116.961591712000001,36.615142539700003
722,1860,1376,潍坊理工学院,4137013379.000000000000000,山东省教育厅,潍坊市,本科,民办,潍坊理工学院(青州校区),8ab814291017d8f66e20b9db,青州市,118.477701699999997,36.620310390000000,33.5816994,118.479222956000001,36.620050514200003
723,1789,1351,山东财经大学,4137010456.000000000000000,山东省,济南市,本科,公办,山东财经大学(舜耕校区),b00fbc6861886453c51e511a,市中区,117.016702800000004,36.624863189999999,31.0543003,117.016766149999995,36.624543706300003
724,3158,2539,延安大学,4161010719.000000000000000,陕西省,延安市,本科,公办,延安大学新区,486da3f0ee43d6beda2f284b,宝塔区,109.473784600000002,36.642770769999998,67.6212997,109.469479961999994,36.637614138099998
725,1787,1351,山东财经大学,4137010456.000000000000000,山东省,济南市,本科,公办,山东财经大学(燕山校区),6afa6e7ffd846c81d13ce322,历下区,117.067090100000001,36.644689710000002,33.8007011,117.067887408000004,36.644492685300001
726,1744,1341,山东师范大学,4137010445.000000000000000,山东省,济南市,本科,公办,山东师范大学(千佛山校区),2893d94be0b769d6fbdc8523,历下区,117.035814599999995,36.651589500000000,34.8501015,117.035481939999997,36.651624320099998
727,1819,1361,山东警察学院,4137011324.000000000000000,山东省,济南市,本科,公办,山东警察学院(明水校区),57fcfc2ded12570290114c94,章丘区,117.522126499999999,36.651534830000003,74.5544968,117.521787227999994,36.651906943400000
728,1886,1389,齐鲁师范学院,4137014276.000000000000000,山东省,济南市,本科,公办,齐鲁师范学院(章丘校区),6e5756f8c897d4bdcd04ef70,章丘区,117.489987900000003,36.654846069999998,77.4456024,117.489987099000004,36.654869433199998
729,240,150,河北工程大学,4113010076.000000000000000,河北省,邯郸市,本科,公办,河北工程大学(新校区),3645229c8a9e3a266c4760e4,丛台区,114.599040700000003,36.655904700000001,187.6210022,114.592336216999996,36.656003177400002
